instrument,timeframe,date_analysis,direction,wave_current,wave_next,wave_degree,pattern,confirmation_level,invalidation_level,fib_target_1,fib_target_2,fib_618,fib_382,fib_786,scenario,has_alternative,current_price_approx,notes,page,source_file,result,exit_price,candles_elapsed,symbol_td,sl_pips,rr_ratio,fib_50,fib_500,profit_target_pips,target_price,invalidation_level_78.60,invalidation_level_61.80,fib_618_full,price_target,target_percentage,fib_ratios,direction_option2,direction_option3,scenario_option2,scenario_option3,option2_key_level,option2_constraint,option3_risk,date_target
GBP/USD,1D,2023-04-06,buy,5,,primary,impulse,,,,,,,,main,True,1.25476,"5th wave above 3rd wave, can end at any time or continue to develop. Requires 4H chart analysis for confirmation",5,2023.04.06T08-39-32.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-04-06,buy,5,,primary,impulse,1.275,1.182,,,,,,main,True,1.24676,"Wave 5 in progress, invalidation level at 1.18200",6,2023.04.06T08-39-32.pdf,win,1.24692,45.0,C:GBPUSD,930.0,,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2023-04-05,buy,2,3,intermediate,impulse,0.73,0.675,,,,,,main,True,0.73,"Wave 3 projected upward after wave 2 correction, ascending channel structure",1,2023.04.05T06-31-42.pdf,loss,0.6633,45.0,C:AUDUSD,550.0,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2023-04-05,buy,4,3,primary,impulse,0.66837,0.655,,,,,,main,True,0.73,"Leading diagonal as only bullish scenario, invalidation levels marked at 0.66837 and 0.65500",2,2023.04.05T06-31-42.pdf,loss,0.655,23.0,C:AUDUSD,133.7,,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-04-05,sell,4,5,primary,impulse,1.22682,1.09032,,,,,,main,False,1.095,Downtrend wave 5 projection targeting lower levels,3,2023.04.05T06-31-42.pdf,loss,1.09781,45.0,C:EURUSD,1365.0,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-04-05,sell,iii,iv,,impulse,,1.105,1.05,,,,,main,True,1.09,Market still below start of first downward move. Sell entry with shorter stop attempted but rejected. Better to wait for first downward momentum before selling.,4,2023.04.05T06-31-42.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,1D,2023-04-05,buy,5,,intermediate,impulse,,,,,,,,main,True,1.24475,5th wave is above 3rd wave and can either end at any time or continue to develop. Work more closely with 4H chart.,5,2023.04.05T06-31-42.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-04-05,buy,5,,intermediate,impulse,1.265,1.20092,,,,,,main,True,1.24478,Wave 5 in progress with invalidation levels marked at 1.20092 and 1.18000,6,2023.04.05T06-31-42.pdf,pending,,45.0,C:GBPUSD,640.8,,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2023-04-04,buy,2,3,primary,impulse,0.735,0.665,,,,,,main,True,0.74,"Wave 3 projection marked, price in corrective phase (2), triangle formation completed",1,2023.04.04T06-37-46.pdf,loss,0.67032,45.0,C:AUDUSD,700.0,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2023-04-04,buy,5,1,intermediate,leading_diagonal,0.73228,0.66532,,,,,,main,True,0.72676,Leading diagonal pattern. Bullish scenario if market holds the diagonal support. Two invalidation levels marked at 0.66322 and 0.66532,2,2023.04.04T06-37-46.pdf,loss,0.67032,45.0,C:AUDUSD,669.6,,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-04-04,sell,4,5,primary,impulse,1.22682,1.09032,,,,,,main,False,1.09,Wave 5 projected downward to 0.94000,3,2023.04.04T06-37-46.pdf,loss,1.1055,45.0,C:EURUSD,1365.0,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-04-04,sell,ii,iii,,impulse,1.09255,1.09502,1.04,,0.786,,,main,False,1.089,"Invalidation marked, downward projection to 1.04000",4,2023.04.04T06-37-46.pdf,loss,1.09502,2.0,C:EURUSD,24.7,21.28,,,,,,,,,,,,,,,,,,
GBP/USD,1D,2023-04-04,buy,4,5,primary,impulse,,,,,,,,main,True,1.25,"Wave 5 projected upward after wave 4 correction, price near 1.2500 level",5,2023.04.04T06-37-46.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-04-04,sell,1,2,,impulse,,1.18026,1.21121,1.20389,,,,main,True,1.24478,"Leading diagonal pattern, invalidation level at 1.18026, projected targets at 50.00% and 61.80% Fibonacci levels",6,2023.04.04T06-37-46.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2023-04-03,buy,2,3,intermediate,impulse,0.735,0.65,,,,,,main,True,0.735,"Wave 3 projected upward after wave 2 completion, Elliott Wave count shows impulse pattern",1,2023.04.03T07-43-53.pdf,loss,0.66908,45.0,C:AUDUSD,850.0,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2023-04-03,buy,3,3,primary,impulse,0.73,0.655,,,,,,main,True,0.72676,Leading diagonal bullish scenario. Market testing diagonal support. Invalidation level at 0.65500 marked in red.,2,2023.04.03T07-43-53.pdf,loss,0.66908,45.0,C:AUDUSD,750.0,,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-04-03,sell,4,5,primary,impulse,1.22682,1.09032,,,,,,main,False,1.105,"Wave 5 projected downward to 0.94600, completion of primary impulse pattern",3,2023.04.03T07-43-53.pdf,loss,1.09915,45.0,C:EURUSD,1365.0,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-04-03,sell,ii,iii,,impulse,1.09255,1.09502,,,0.786,,,main,True,1.09,"Invalidation at 1.09502, downtrend projected to 1.03800",4,2023.04.03T07-43-53.pdf,loss,1.09502,3.0,C:EURUSD,24.7,,,,,,,,,,,,,,,,,,,
GBP/USD,1D,2023-04-03,buy,4,5,primary,impulse,,,,,,,,main,True,1.24476,"Wave 5 proyectada alcista, dentro de canal ascendente con onda 4 completada",5,2023.04.03T07-43-53.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-04-03,sell,5,,,impulse,,1.20347,1.20352,1.21078,,,,main,True,1.24478,"Leading diagonal pattern, invalidation level at 1.20347, 50.00% and 61.80% Fibonacci levels marked",6,2023.04.03T07-43-53.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2023-03-31,buy,2,3,intermediate,impulse,0.735,0.64,,,,,,main,True,0.73,"Wave 3 (marked as (3)) projected upward, triangle pattern in wave 2 completing",1,2023.03.31T06-39-24.pdf,win,0.67426,45.0,C:AUDUSD,950.0,,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2023-03-31,buy,2,3,minor,impulse,,0.6595,,,,,,main,True,0.725,"Leading diagonal bullish scenario, market testing support at invalidation level",2,2023.03.31T06-39-24.pdf,no_symbol_or_data,,,AUD/USD,,,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-31,sell,4,5,primary,impulse,1.09032,1.22682,0.946,,,,,main,False,1.09032,"Wave 5 projected downward, 50% Fibonacci retracement at 1.09032, 100% extension at 1.22682",3,2023.03.31T06-39-24.pdf,pending,,45.0,C:EURUSD,1365.0,1.06,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-03-31,sell,2,3,,impulse,1.10328,1.098,0.786,,,,,bearish,True,1.0985,"Bearish scenario below 1.10328 level, Elliott Wave Count analysis",4,2023.03.31T06-39-24.pdf,loss,1.098,14.0,C:EURUSD,52.8,60.09,,,,,,,,,,,,,,,,,,
GBP/USD,1D,2023-03-31,buy,5,,primary,impulse,,,,,,,,main,True,1.24478,Wave 5 in progress with ascending channel. Previous corrective wave (2) completed. Trend channels marked with parallel lines.,5,2023.03.31T06-39-24.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
GBPUSD,4h,2023-03-31,sell,5,1,intermediate,impulse,1.21078,1.18026,1.21078,1.20357,,,,main,True,1.24478,"Leading diagonal pattern, correction expected to 61.8% retracement level at 1.20357",6,2023.03.31T06-39-24.pdf,loss,1.24388,45.0,C:GBPUSD,305.2,,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2023-03-30,buy,2,3,intermediate,impulse,0.725,0.65636,,,,,,main,True,0.72676,"Leading diagonal bullish scenario, market holding on diagonal support",1,2023.03.30T08-05-54.pdf,loss,0.6702,45.0,C:AUDUSD,686.4,,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-30,sell,4,5,primary,impulse,1.09032,1.22682,0.94,,,,,main,False,1.095,"Wave 5 projection downward, 50% Fibonacci retracement level at 1.09032",2,2023.03.30T08-05-54.pdf,pending,,45.0,C:EURUSD,1365.0,1.1,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-03-30,sell,ii,iii,,impulse,1.09255,1.09507,1.08487,1.035,0.618,0.382,,invalidation,False,1.09207,"Invalidation scenario active, downward projection to 1.03500",3,2023.03.30T08-05-54.pdf,win,1.08487,2.0,C:EURUSD,25.2,3.05,,,,,,,,,,,,,,,,,,
GBP/USD,1D,2023-03-30,buy,5,,primary,impulse,,,,,,,,main,True,1.24475,"Wave 5 in progress, ascending channel established, support at lower trendline (4)",4,2023.03.30T08-05-54.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-03-30,buy,3,5,intermediate,impulse,,1.175,1.28,,1.21368,1.20094,,main,True,1.24478,"Wave (3) in progress, leading diagonal pattern identified, alternative scenario (2) present",5,2023.03.30T08-05-54.pdf,no_symbol_or_data,,,GBP/USD,,,,1.20731,,,,,,,,,,,,,,,,
USD/CAD,1D,2023-03-30,buy,4,5,primary,impulse,,,,,,,,main,True,1.42,"Wave 5 in progress, strong uptrend continuation expected",6,2023.03.30T08-05-54.pdf,no_symbol_or_data,,,USD/CAD,,,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2023-03-29,buy,2,3,intermediate,impulse,0.725,0.655,0.735,0.748,,,,main,True,0.67,"Wave (3) projected upward after completion of wave (2), target above 0.73500",1,2023.03.29T07-47-05.pdf,win,0.67354,45.0,C:AUDUSD,700.0,0.14,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2023-03-29,buy,3,5,intermediate,impulse,,0.6593,,,,,,main,True,0.725,Leading diagonal pattern forming. Bullish scenario depends on holding leading diagonal support. Invalidation marked at lower level.,2,2023.03.29T07-47-05.pdf,no_symbol_or_data,,,AUD/USD,,,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-29,sell,4,5,primary,impulse,1.22682,1.09032,,,,,,main,True,1.06,Wave 5 projection downward to 0.94000,3,2023.03.29T07-47-05.pdf,loss,1.09748,45.0,C:EURUSD,1365.0,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-03-29,sell,2,3,,impulse,1.09255,1.095,1.08469,1.03,0.786,,,main,True,1.088,Elliott Wave Count with invalidation level marked. Target projection to 1.03000,4,2023.03.29T07-47-05.pdf,win,1.08469,3.0,C:EURUSD,24.5,3.21,,,,,,,,,,,,,,,,,,
GBP/USD,1D,2023-03-29,buy,5,,primary,impulse,,1.19,,,,,,main,True,1.24876,"Wave 5 in progress, price near 1.28000 target resistance, Elliott Wave impulse pattern with labeled waves 1-5",5,2023.03.29T07-47-05.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-03-29,buy,4,5,intermediate,impulse,1.24478,1.18026,1.20094,1.21368,1.20731,1.21368,,main,True,1.24478,"Leading diagonal completed, wave (1) finished, correction in progress for wave (2), invalidation level at 1.18026",6,2023.03.29T07-47-05.pdf,win,1.20094,7.0,C:GBPUSD,645.2,0.68,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2023-03-28,buy,2,3,intermediate,impulse,0.735,0.659,,,,,,main,True,0.724,"Elliott Wave count showing completion of wave 2, wave 3 projected upward toward 0.73500",1,2023.03.28T08-42-15.pdf,loss,0.66981,45.0,C:AUDUSD,760.0,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2023-03-28,buy,3,3,,leading_diagonal,,0.655,,,,,,main,False,0.725,"Leading diagonal bullish scenario in progress, price near 0.73 target",2,2023.03.28T08-42-15.pdf,no_symbol_or_data,,,AUD/USD,,,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-28,sell,4,5,primary,impulse,1.09032,1.12682,0.938,,,,,main,True,1.09032,"Wave 5 projected downward to 0.93800, Elliott Wave count showing completion of major impulse",3,2023.03.28T08-42-15.pdf,pending,,45.0,C:EURUSD,365.0,4.17,,,,,,,,,,,,,,,,,,
EUR/USD,4H,2023-03-28,sell,ii,iii,intermediate,impulse,,1.098,1.09255,1.08476,0.618,0.382,,main,True,1.096,"Invalidation level marked at 1.09800, Elliott Wave Count analysis with impulse structure",4,2023.03.28T08-42-15.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,1D,2023-03-28,buy,4,5,primary,impulse,1.24847,1.188,,,,,,main,True,1.24847,"Wave 5 in progress, triangle pattern completed in wave 4, bullish projection ongoing",5,2023.03.28T08-42-15.pdf,pending,,45.0,C:GBPUSD,604.7,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-03-28,buy,2,3,intermediate,impulse,1.24478,1.18026,1.20094,1.21368,1.20731,,,main,True,1.24478,"Leading diagonal pattern, wave 5 projected, invalidation level marked at 1.18026",6,2023.03.28T08-42-15.pdf,win,1.20094,8.0,C:GBPUSD,645.2,0.68,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2023-03-27,buy,2,3,intermediate,impulse,0.735,0.665,,,,,,main,True,0.67,Wave 3 projected upward with channel resistance at 0.73500,1,2023.03.27T09-06-49.pdf,win,0.67052,45.0,C:AUDUSD,700.0,,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2023-03-27,buy,2,3,intermediate,impulse,0.725,0.655,,,,,,main,True,0.723,"Leading diagonal, bullish scenario with market holding leading diagonal support",2,2023.03.27T09-06-49.pdf,win,0.67052,45.0,C:AUDUSD,700.0,,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-27,sell,4,5,primary,impulse,,1.22682,1.09034,,,,,main,True,1.08,Wave 5 projected downward to approximately 0.96000; 50% Fibonacci level at 1.09034,3,2023.03.27T09-06-49.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-03-27,sell,ii,,,impulse,,1.095,,,,1.09255,,invalidation,False,1.0892,"Invalidation marked at 1.09500, bearish projection to lower levels",4,2023.03.27T09-06-49.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,1D,2023-03-27,buy,4,5,primary,impulse,,,,,,,,main,True,1.24478,"Elliott Wave 5 wave projection within ascending channel, price in wave 4 correction",5,2023.03.27T09-06-49.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-03-27,sell,3,4,intermediate,impulse,1.23429,1.20094,1.20731,1.20094,,,,main,True,1.22478,"Leading diagonal pattern, wave 5 approaching 61.80% retracement level, alternative invalidation scenario (Y) marked",6,2023.03.27T09-06-49.pdf,loss,1.20094,3.0,C:GBPUSD,333.5,0.81,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2023-03-24,buy,2,3,primary,impulse,0.735,0.655,,,,,,main,True,0.67,"Elliott Wave Count showing completion of wave 2 correction, wave 3 projected upward to 0.73500",1,2023.03.24T08-22-45.pdf,win,0.6704,45.0,C:AUDUSD,800.0,,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2023-03-24,buy,2,3,primary,impulse,0.73,0.665,,,,,,main,True,0.73,"Wave 3 projected upward, invalidation level marked at 0.66500",2,2023.03.24T08-22-45.pdf,win,0.6704,45.0,C:AUDUSD,650.0,,,,,,,,,,,,,,,,,,,
EURUSD,2D,2023-03-24,sell,4,5,primary,impulse,1.22882,1.09034,0.948,,,,,main,False,1.109,"Wave 5 projected downward from wave 4 completion, 50% retracement level at 1.09034",3,2023.03.24T08-22-45.pdf,loss,1.10518,45.0,C:EURUSD,1384.8,2.03,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-03-24,sell,iv,v,,impulse,1.07605,1.1031,1.09255,,1.09255,,,main,True,1.07605,"78.60%(1.09255) retracement level marked, invalidation levels at 1.10310 and 1.09900",4,2023.03.24T08-22-45.pdf,win,1.09255,2.0,C:EURUSD,270.5,0.61,,,,,,,,,,,,,,,,,,
GBP/USD,1D,2023-03-24,buy,4,5,primary,impulse,,,,,,,,main,True,1.24478,"Wave 5 projected upward within rising channel, wave 4 correction completed",5,2023.03.24T08-22-45.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,4H,2023-03-24,buy,4,5,intermediate,impulse,1.24478,1.18026,,,,,,main,True,1.24478,"Wave (1) and (2) completed, Triangle (Y) as wave 4, targeting wave 5 impulse upward",6,2023.03.24T08-22-45.pdf,pending,,45.0,C:GBPUSD,645.2,,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2023-03-23,buy,2,3,primary,impulse,0.73,0.67,,,,,,main,True,0.675,"Elliott Wave count showing impulse wave structure with wave 1 at 0.71500, wave 2 correction complete, wave 3 projected upward to 0.73500",1,2023.03.23T06-59-23.pdf,win,0.67838,45.0,C:AUDUSD,600.0,,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2023-03-23,buy,3,3,intermediate,impulse,0.73,0.6589,,,,,,main,True,0.73,"Wave 3 in progress, invalidation level marked at 0.65890",2,2023.03.23T06-59-23.pdf,win,0.67838,45.0,C:AUDUSD,711.0,,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-23,sell,4,5,primary,impulse,,,1.22682,1.09034,,,,main,True,1.1085,"Wave 5 projected downward to 0.94000 level, 100% and 60% Fibonacci retracements marked",3,2023.03.23T06-59-23.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-03-23,sell,ii,iii,,impulse,1.08417,1.10328,1.09255,1.07569,0.78601,1.018,,main,False,1.08417,Invalidation level placed high as soon as wave ii is formed. Will lower it. Confirmation level to Sell at 1.08417,4,2023.03.23T06-59-23.pdf,win,1.09255,2.0,C:EURUSD,191.1,0.44,,,,,,,,,,,,,,,,,,
GBP/USD,1D,2023-03-23,buy,4,5,primary,impulse,,,,,,,,main,True,1.234,"Wave 5 projected upward, price consolidating in wave 4 formation between support and resistance levels",5,2023.03.23T06-59-23.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,4H,2023-03-23,buy,3,5,primary,impulse,1.285,1.175,1.29,,,,,main,True,1.28,"Wave (3) complete, wave (5) projected upward. Alternative scenario (Y) invalidation at 1.17500",6,2023.03.23T06-59-23.pdf,win,1.25228,45.0,C:GBPUSD,1100.0,0.05,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2023-03-22,buy,2,3,intermediate,impulse,0.73,0.655,,,,,,main,True,0.73,"Wave 3 projected upward, invalidation level marked at 0.65500",1,2023.03.22T08-43-13.pdf,loss,0.6695,45.0,C:AUDUSD,750.0,,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-22,sell,4,5,primary,impulse,1.22082,1.09066,0.92,,,,,main,False,1.075,"Wave (5) projected downward, Elliott Wave Count complete impulse pattern",2,2023.03.22T08-43-13.pdf,loss,1.0916,45.0,C:EURUSD,1301.6,2.31,,,,,,,,,,,,,,,,,,
EUR/USD,4H,2023-03-22,sell,Y,Z,,zigzag,1.065,1.105,1.07829,1.06417,0.618,0.5,,main,True,1.084,"Invalidation level placed high, will be lowered as wave ii forms. Confirmation level to sell at 1.06500",3,2023.03.22T08-43-13.pdf,loss,1.0916,45.0,C:EURUSD,400.0,0.33,,,,,,,,,,,,,,,,,,
GBP/USD,1D,2023-03-22,buy,4,5,primary,impulse,,,,,,,,main,True,1.232,"Wave 5 (3) projected upward from wave 4 correction, Elliott Wave channel with support and resistance lines",4,2023.03.22T08-43-13.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,4H,2023-03-22,buy,4,5,intermediate,impulse,1.265,1.178,,,,,,main,True,1.2265,"Elliott Wave Count with multiple scenarios (X) and (W) labeled, correction wave (Y) at invalidation level",5,2023.03.22T08-43-13.pdf,pending,,45.0,C:GBPUSD,870.0,,,,,,,,,,,,,,,,,,,
USD/CAD,1D,2023-03-22,buy,5,,primary,impulse,,,,,,,,main,True,1.42,"Wave 5 in progress, ascending trend with channel structure visible",6,2023.03.22T08-43-13.pdf,no_symbol_or_data,,,USD/CAD,,,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2023-03-21,buy,2,3,primary,impulse,0.735,0.67,,,,,,main,True,0.733,"Wave count shows completion of wave 2 correction, wave 3 uptrend initiating towards 0.73500+",1,2023.03.21T09-15-50.pdf,loss,0.66528,45.0,C:AUDUSD,650.0,,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2023-03-21,buy,2,3,primary,impulse,0.665,0.655,,,,,,main,True,0.73,"Wave 3 projected upward, invalidation marked at lower support level",2,2023.03.21T09-15-50.pdf,loss,0.655,4.0,C:AUDUSD,100.0,,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-21,sell,4,5,primary,impulse,1.22682,1.09066,,,,,,main,True,1.055,"Wave 5 projection pointing downward, resistance at 1.22682, support at 1.09066",3,2023.03.21T09-15-50.pdf,loss,1.0869,45.0,C:EURUSD,1361.6,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-03-21,sell,ii,3,,impulse,1.06815,1.07585,,,,,,main,True,1.071,"Invalidation at 1.07585, Confirmation level to Sell at 1.06815, Elliott Wave Count with triangle pattern",4,2023.03.21T09-15-50.pdf,loss,1.0869,45.0,C:EURUSD,77.0,,,,,,,,,,,,,,,,,,,
GBPUSD,1D,2023-03-21,buy,4,5,primary,impulse,,,,,,,,main,True,1.223,"Wave 5 projected upward, triangle pattern (1)(2) completed, wave 3 extended, ascending channel formation",5,2023.03.21T09-15-50.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-03-21,buy,4,5,intermediate,impulse,1.28,1.1804,,,,,,main,True,1.232,"Wave 5 projected upward, triangle pattern completing, multiple wave structures labeled (W), (X), (Y)",6,2023.03.21T09-15-50.pdf,win,1.24292,45.0,C:GBPUSD,996.0,,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2023-03-20,buy,2,3,primary,impulse,0.73,0.665,,,,,,main,True,0.676,"Wave 3 projected upward after wave 2 correction, ascending channel breakout expected",1,2023.03.20T08-41-42.pdf,loss,0.6648,45.0,C:AUDUSD,650.0,,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2023-03-20,buy,3,5,primary,impulse,,0.6565,,,,,,main,True,0.73,"Wave 3 in progress, invalidation level marked at 0.65650",2,2023.03.20T08-41-42.pdf,no_symbol_or_data,,,AUD/USD,,,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-20,sell,4,5,primary,impulse,1.09066,1.22682,0.94,,1.09066,,,main,True,1.068,"Wave 5 projected downward after completion of wave 4 recovery. 50% retracement at 1.09066, 100% extension target at 1.22682",3,2023.03.20T08-41-42.pdf,pending,,45.0,C:EURUSD,1361.6,1.11,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-03-20,sell,c,3,,impulse,,1.0735,1.06663,1.07074,0.618,0.382,,main,True,1.07145,"Wave C invalidation at 1.07350, fibonacci targets at 61.80% (1.06663) and 78.60% (1.07074)",4,2023.03.20T08-41-42.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
GBPUSD,1D,2023-03-20,buy,3,5,primary,impulse,,,,,,,,main,True,1.28,"Elliott Wave Count showing impulse pattern with waves 1-5 labeled, currently in wave 3 with projected wave 5 continuation upward",5,2023.03.20T08-41-42.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,4H,2023-03-20,buy,2,3,intermediate,impulse,1.20018,1.1802,1.20018,1.1964,,0.61809,,main,True,1.25,"Elliott Wave Count analysis, corrective wave (1) completed, wave 2 in progress with support at invalidation level",6,2023.03.20T08-41-42.pdf,win,1.23902,45.0,C:GBPUSD,199.8,,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2023-03-17,buy,2,3,primary,impulse,,,,,,,,main,False,0.6675,"Elliott Wave Count showing wave 1 completion at peak in Feb, wave 2 correction through March, wave 3 projected upward to 0.73+",1,2023.03.17T08-56-45.pdf,no_symbol_or_data,,,AUD/USD,,,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2023-03-17,buy,1,3,,impulse,0.73169,0.66009,,,,,,main,False,0.72676,"Confirmation level to buy at 0.73169, invalidation level at 0.66009",2,2023.03.17T08-56-45.pdf,loss,0.6668,45.0,C:AUDUSD,716.0,,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-17,sell,4,5,primary,impulse,1.09066,1.22882,1.09066,0.92,,,,main,False,1.06576,"Wave 5 projected downward, 50% retracement at 1.09066, descending channel established",3,2023.03.17T08-56-45.pdf,win,1.09066,7.0,C:EURUSD,1381.6,,,,,,,,,,,,,,,,,,,
EUR/USD,4H,2023-03-17,sell,C,3,intermediate,corrective,,1.0764,1.06664,1.06375,1.06664,1.06375,,main,True,1.0764,"Elliott Wave Count - Invalidation marked at 1.07640, Fibonacci retracements at 61.80% and 50.00% levels",4,2023.03.17T08-56-45.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,1D,2023-03-17,buy,4,5,primary,impulse,,,,,,,,main,True,1.205,"Wave 5 projection upward within ascending channel, labeled waves 1-5 visible with wave 4 consolidation pattern",5,2023.03.17T08-56-45.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-03-17,buy,2,3,intermediate,impulse,1.205,1.18026,1.25,,1.205,1.19549,,main,True,1.259,"Elliott Wave impulse pattern with wave (1) completed, correction in wave (2), wave 3 projection bullish",6,2023.03.17T08-56-45.pdf,win,1.242,45.0,C:GBPUSD,247.4,1.82,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2023-03-16,sell,3,5,intermediate,impulse,,0.67116,0.65491,0.63841,0.61809,0.78601,,main,True,0.66819,"Market in downward channel, wave C projection downward with fibs at 61.80% (0.65491) and 78.60% (0.63841)",1,2023.03.16T07-55-29.pdf,no_symbol_or_data,,,AUD/USD,,,,,,,,,,,,,,,,,,,,
AUD/USD,8h,2023-03-16,buy,4,5,,impulse,0.676,0.65473,0.6171,,,,,alternative,True,0.673,"Correction likely over, ready to continue uptrend. Waiting for breakout from channel to confirm buying opportunity. 61.80% invalidation level, 100.00% target at 0.61710",2,2023.03.16T07-55-29.pdf,win,0.6171,3.0,C:AUDUSD,212.7,2.77,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-16,sell,4,5,primary,impulse,1.22682,1.09066,,,,,,main,False,1.07838,"Wave 5 projected downward, price near wave 4 completion",3,2023.03.16T07-55-29.pdf,loss,1.09027,45.0,C:EURUSD,1361.6,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-03-16,sell,C,3,intermediate,corrective,,1.0749,1.06669,1.06382,1.06095,1.05166,,main,True,1.0749,"Invalidation level marked, downward projection to wave 3",4,2023.03.16T07-55-29.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
